hunt_code,hunt_name,species,reported_hunt_years,classification,active_2026_database,row_count
TK1000,Statewide,Turkey,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1518,Boulder/Kaiparowits,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1629,Boulder/Kaiparowits,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1630,Boulder/Kaiparowits,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1501,Box Elder,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1561,Box Elder,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1574,Ogden,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
BR7325,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1508,Kamas,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1538,Kamas,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1568,Kamas,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1592,Kamas,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1513,North Slope,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1543,North Slope,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1573,North Slope,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1523,Yellowstone,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1583,Yellowstone,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1522,Vernal/Bonanza,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1582,Vernal/Bonanza,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1504,Nebo,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1564,Nebo,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
BR7022,La Sal Mtns,Black Bear,,NEW_2026_NO_PRIOR_HARVEST,YES,0
BR7127,La Sal Mtns,Black Bear,,NEW_2026_NO_PRIOR_HARVEST,YES,0
BR7239,La Sal Mtns,Black Bear,,NEW_2026_NO_PRIOR_HARVEST,YES,0
BR7326,La Sal Mtns,Black Bear,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3009,La Sal La Sal Mtns,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3045,La Sal La Sal Mtns,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3046,La Sal La Sal Mtns,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3087,La Sal La Sal Mtns,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3182,La Sal La Sal Mtns,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1509,"La Sal, La Sal Mtns",Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1539,"La Sal, La Sal Mtns",Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1569,"La Sal, La Sal Mtns",Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1521,"San Juan, Abajo Mtns",Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1503,Manti/San Rafael,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1563,Manti/San Rafael,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1526,"Wasatch Mtns, West",Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1586,"Wasatch Mtns, West",Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1525,"Wasatch Mtns, East",Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1585,"Wasatch Mtns, East",Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1584,Southwest Desert,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
BR7237,Monroe,Black Bear,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3010,Monroe,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3047,Monroe,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3088,Monroe,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3184,Monroe,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3185,Monroe,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1510,Monroe,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1570,Monroe,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3011,Mt Dutton,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3049,Mt Dutton,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3050,Mt Dutton,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3089,Mt Dutton,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3186,Mt Dutton,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3187,Mt Dutton,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1571,Mt Dutton,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1519,Fishlake,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1549,Fishlake,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1579,Fishlake,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1596,Fishlake,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3015,Panguitch Lake,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3056,Panguitch Lake,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3093,Panguitch Lake,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3188,Panguitch Lake,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3189,Panguitch Lake,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1577,Pine Valley,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1595,Pine Valley,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1615,"Beaver, West",Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3031,Box Elder Pilot Mtn,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3130,Box Elder Pilot Mtn,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
BR1009,La Sal,Black Bear,,NEW_2026_NO_PRIOR_HARVEST,YES,0
BR1012,La Sal,Black Bear,,NEW_2026_NO_PRIOR_HARVEST,YES,0
BR1017,La Sal,Black Bear,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3025,Beaver East,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3077,Beaver East,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3158,Beaver East,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3159,Beaver East,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1611,"Beaver, East",Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1612,"Beaver, East",Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
BR1010,San Juan,Black Bear,,NEW_2026_NO_PRIOR_HARVEST,YES,0
BR1013,San Juan,Black Bear,,NEW_2026_NO_PRIOR_HARVEST,YES,0
BR1016,San Juan,Black Bear,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1566,Fillmore,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
DB0004,Southern Navajo Buck Deer,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
DB0005,Southern Navajo Buck Deer,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
DB0006,Southern Navajo Buck Deer,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
DB0010,Southern Paiute Buck Deer (early),Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
DB0011,Southern Paiute Buck Deer,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
DB0012,Southern Paiute Buck Deer,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
DB0013,Southern Paiute Buck Deer (late),Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
DB0001,Southeastern Navajo Buck Deer,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
DB0002,Southeastern Navajo Buck Deer,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
DB0003,Southeastern Navajo Buck Deer,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3147,Box Elder Grouse Creek,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3150,Box Elder Grouse Creek,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3153,Box Elder Grouse Creek,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3135,Barney Top/Kaiparowits,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3142,Barney Top/Kaiparowits,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3136,Southwest Desert North,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3143,Southwest Desert North,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3146,Southwest Desert South,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3155,Southwest Desert South,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3197,Southwest Desert South,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
TK1015,Southeastern Area,Turkey,,NEW_2026_NO_PRIOR_HARVEST,YES,0
TK1016,Southern Area,Turkey,,NEW_2026_NO_PRIOR_HARVEST,YES,0
TK1013,Northeastern Area,Turkey,,NEW_2026_NO_PRIOR_HARVEST,YES,0
TK1012,Central Area,Turkey,,NEW_2026_NO_PRIOR_HARVEST,YES,0
TK1014,Northern Area,Turkey,,NEW_2026_NO_PRIOR_HARVEST,YES,0
TK1020,Central Region - Private land only,Turkey,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3160,Book Cliffs Bitter Creek/East,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3161,Book Cliffs Bitter Creek/East,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3162,Book Cliffs Bitter Creek/East,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3163,Book Cliffs Bitter Creek/East,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3164,Book Cliffs Bitter Creek/East,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3166,Book Cliffs Bitter Creek/East,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3173,Nebo/San Pitch Mtns,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3174,Nebo/San Pitch Mtns,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3176,Nebo/San Pitch Mtns,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3179,Nebo/San Pitch Mtns,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
DB1351,The Dirty Dozen,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EB3620,The Dirty Dozen,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1623,Cedar/Stansbury,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1624,Cedar/Stansbury,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1617,"West Desert, Swasey",Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1618,"West Desert, Swasey",Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1620,Oquirrh/Tintic,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1621,Oquirrh/Tintic,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
BR1000,Black Bear - Statewide Permit,Black Bear,,NEW_2026_NO_PRIOR_HARVEST,YES,0
BR1001,Black Bear Harvest Objective Units,Black Bear,,NEW_2026_NO_PRIOR_HARVEST,YES,0
BR1007,Black Bear Pursuit - Resident,Black Bear,,NEW_2026_NO_PRIOR_HARVEST,YES,0
BR1018,Black Bear Pursuit - Nonresident,Black Bear,,NEW_2026_NO_PRIOR_HARVEST,YES,0
CG9999,Cougar - Statewide,Cougar,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EX1000,Elk Extended Archery,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
TK1001,Northern Region - Private land only,Turkey,,NEW_2026_NO_PRIOR_HARVEST,YES,0
TK1019,Southeastern Region - Select areas only,Turkey,,NEW_2026_NO_PRIOR_HARVEST,YES,0
TK1022,Southern Region - Select areas only,Turkey,,NEW_2026_NO_PRIOR_HARVEST,YES,0
